,Name,Platform,Publisher,Developer,Global_Sales,Genre,Platform_Brand,Platform_Type,esrb_rating,userscore,critic_reviews,user_reviews,num_players,Story Focus,Gameplay Focus,Series,score,opencritic_classification,metascore_range
35101,Ninja Gaiden Sigma 2,PS3,Tecmo Koei  ,Team Ninja  ,0.85,Action,Sony,HomeConsole,M,7.7,52.0,162.0,2 Players,0.0,1.0,0.0,,,Mighty
35103,Quantum Theory,PS3,Tecmo Koei  ,Team Tachyon  ,0.19,Shooter,Sony,HomeConsole,M,5.1,34.0,28.0,"1 Player, 10 Players Online",0.0,1.0,0.0,,,Weak
35104,Quantum Theory,X360,Tecmo Koei  ,Team Tachyon  ,0.09,Shooter,Microsoft,HomeConsole,M,3.6,39.0,42.0,"1 Player, 10 Players Online",0.0,1.0,0.0,,,Weak
35105,Warriors: Legends of Troy,PS3,Tecmo Koei  ,Tecmo Koei Canada  ,0.19,Action,Sony,HomeConsole,M,7.3,22.0,26.0,1 Player,0.0,1.0,0.0,,,Weak
35106,Warriors: Legends of Troy,X360,Tecmo Koei  ,Tecmo Koei Canada  ,0.06,Action,Microsoft,HomeConsole,M,7.0,11.0,8.0,1 Player,0.0,1.0,0.0,,,Weak
35112,Deception IV: Blood Ties,PSV,Tecmo Koei  ,Tecmo Koei Games  ,0.14,Action,Sony,Handheld,E,7.5,14.0,13.0,Up to 12 Players,0.0,1.0,0.0,,,Fair
35113,Deception IV: Blood Ties,PS3,Tecmo Koei  ,Tecmo Koei Games  ,0.13,Action,Sony,HomeConsole,M,8.0,19.0,28.0,1 Player,0.0,1.0,0.0,,,Strong
35114,Deception IV: Blood Ties,PS3,Tecmo Koei  ,Tecmo Koei Games  ,0.0,Action,Sony,HomeConsole,M,8.0,19.0,28.0,1 Player,0.0,1.0,0.0,,,Strong
35115,Deception IV: Blood Ties,PSV,Tecmo Koei  ,Tecmo Koei Games  ,0.0,Action,Sony,Handheld,E,7.5,14.0,13.0,Up to 12 Players,0.0,1.0,0.0,,,Fair
35118,Fist of the North Star: Ken's Rage,PS3,Tecmo Koei  ,Tecmo Koei Games  ,0.66,Action,Sony,HomeConsole,M,7.0,30.0,34.0,1 Player,0.0,1.0,0.0,,,Fair
35119,Fist of the North Star: Ken's Rage,X360,Tecmo Koei  ,Tecmo Koei Games  ,0.16,Action,Microsoft,HomeConsole,M,7.1,38.0,27.0,1 Player,0.0,1.0,0.0,,,Weak
35167,Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei  ,Unknown  ,0.09,Misc,Sony,HomeConsole,M,4.5,46.0,97.0,1 Player,0.0,1.0,0.0,42.0,Weak,Weak
35168,Yaiba: Ninja Gaiden Z,X360,Tecmo Koei  ,Unknown  ,0.05,Misc,Microsoft,HomeConsole,M,5.4,20.0,47.0,1 Player,0.0,1.0,0.0,42.0,Weak,Weak
35176,Ultimate Brain Games,GBA,Telegames  ,Cosmigo  ,0.08,Misc,Nintendo,Handheld,E,8.5,9.0,8.0,1 Player,0.0,1.0,0.0,,,Mighty
35199,Back to the Future: The Game,Wii,Telltale Games  ,Telltale Games  ,0.05,Adventure,Nintendo,HomeConsole,T,4.1,7.0,9.0,1 Player,1.0,1.0,0.0,,,Fair
35279,7 Days to Die,PS4,Telltale Games  ,The Fun Pimps  ,0.21,Action,Sony,HomeConsole,M,6.0,16.0,261.0,Up to 4 Players,0.0,1.0,0.0,37.0,Weak,Weak
35280,7 Days to Die,XOne,Telltale Games  ,The Fun Pimps  ,0.12,Action,Microsoft,HomeConsole,M,5.7,17.0,117.0,Up to 4 Players,0.0,1.0,0.0,37.0,Weak,Weak
35362,Agatha Christie: And Then There Were None,Wii,The Adventure Company  ,AWE Games  ,0.07,Adventure,Nintendo,HomeConsole,T,6.2,23.0,12.0,1 Player,0.0,1.0,0.0,,,Weak
35363,Agatha Christie: And Then There Were None,PC,The Adventure Company  ,AWE Games  ,0.0,Adventure,PC,PC,T,7.5,28.0,35.0,1 Player,0.0,1.0,0.0,,,Fair
35366,Agatha Christie: Evil Under the Sun,PC,The Adventure Company  ,AWE Games  ,0.0,Adventure,PC,PC,T,7.2,18.0,20.0,1 Player,0.0,1.0,0.0,,,Fair
35378,Secret Files: Tunguska,PC,The Adventure Company  ,Fusionsphere Systems / Animation Arts  ,0.04,Adventure,PC,PC,T,7.3,26.0,53.0,1 Player,0.0,1.0,0.0,,,Fair
35391,Post Mortem,PC,The Adventure Company  ,Microids  ,0.02,Adventure,PC,PC,M,7.2,25.0,37.0,1 Player,0.0,1.0,0.0,,,Strong
35392,Still Life,XB,The Adventure Company  ,Microids  ,0.07,Adventure,Microsoft,HomeConsole,M,7.0,29.0,6.0,1 Player,0.0,1.0,0.0,,,Strong
35393,Still Life,PC,The Adventure Company  ,Microids  ,0.0,Adventure,PC,PC,M,7.6,27.0,116.0,1 Player,0.0,1.0,0.0,,,Strong
35394,Syberia,PC,The Adventure Company  ,Microids  ,0.03,Adventure,PC,PC,T,8.5,26.0,360.0,1 Player,0.0,1.0,0.0,76.0,Strong,Mighty
35395,Syberia II,PC,The Adventure Company  ,Microids  ,0.02,Adventure,PC,PC,T,8.4,23.0,233.0,1 Player,0.0,1.0,0.0,,,Mighty
35397,Broken Sword: The Sleeping Dragon,XB,The Adventure Company  ,Revolution Software  ,0.02,Adventure,Microsoft,HomeConsole,T,8.4,24.0,14.0,1 Player,0.0,1.0,0.0,,,Strong
35398,Broken Sword: The Sleeping Dragon,PC,The Adventure Company  ,Revolution Software  ,0.0,Adventure,PC,PC,T,7.3,32.0,123.0,1 Player,0.0,1.0,0.0,,,Mighty
35487,Baja: Edge of Control,PS3,THQ  ,2XL Games  ,0.21,Racing,Sony,HomeConsole,E,8.2,28.0,126.0,1 Player,0.0,1.0,0.0,,,Fair
35488,Baja: Edge of Control,X360,THQ  ,2XL Games  ,0.2,Racing,Microsoft,HomeConsole,E,6.9,35.0,19.0,"1-4 Players, 10 Players Online Up to 10 Players",0.0,1.0,0.0,,,Fair
35489,Altered Beast: Guardian of the Realms,GBA,THQ  ,3d6 Games  ,0.09,Action,Nintendo,Handheld,T,5.8,13.0,5.0,1-4 Players,0.0,1.0,0.0,,,Fair
35491,Tetris Worlds,GBA,THQ  ,3d6 Games  ,1.71,Puzzle,Nintendo,Handheld,E,8.0,10.0,7.0,1 Player,0.0,1.0,0.0,,,Fair
35498,Drawn to Life: The Next Chapter,DS,THQ  ,5TH Cell  ,0.65,Adventure,Nintendo,Handheld,T,6.8,18.0,50.0,2 Players,0.0,1.0,0.0,,,Strong
35499,Lock's Quest,DS,THQ  ,5TH Cell  ,0.09,Strategy,Nintendo,Handheld,E,8.4,32.0,37.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Mighty
35501,Teen Titans,GC,THQ  ,A2M  ,0.33,Action,Nintendo,HomeConsole,E10+,7.1,11.0,15.0,1-4 Players,0.0,1.0,0.0,,,Fair
35502,Teen Titans,PS2,THQ  ,A2M  ,0.25,Action,Sony,HomeConsole,E10+,7.9,12.0,27.0,1-4 Players,0.0,1.0,0.0,,,Weak
35503,Teen Titans,GBA,THQ  ,A2M  ,0.17,Action,Nintendo,Handheld,E10+,7.4,9.0,5.0,1 Player,0.0,1.0,0.0,,,Fair
35528,The Simpsons: Road Rage,GBA,THQ  ,Altron  ,1.19,Racing,Nintendo,Handheld,E,7.2,14.0,11.0,1-2 Players,0.0,1.0,0.0,,,Weak
35529,Zoo Tycoon 2 DS,DS,THQ  ,Altron  ,0.29,Strategy,Nintendo,Handheld,E,5.4,17.0,7.0,"1 Player, 2 Players Online No Online Multiplayer",0.0,1.0,0.0,,,Fair
35534,Pride FC: Fighting Championships,PS2,THQ  ,Anchor  ,0.3,Fighting,Sony,HomeConsole,M,8.7,19.0,7.0,1-2 Players,0.0,1.0,0.0,,,Strong
35536,WWE Raw 2,XB,THQ  ,"Anchor, Inc.  ",0.56,Fighting,Microsoft,HomeConsole,T,7.4,16.0,19.0,1 Player,0.0,1.0,0.0,,,Fair
35540,Britney's Dance Beat,GBA,THQ  ,Art  ,0.22,Misc,Nintendo,Handheld,E,8.1,14.0,11.0,1-2 Players,0.0,1.0,0.0,,,Weak
35543,Oddworld: Munch's Oddysee,GBA,THQ  ,ART Co.  ,0.06,Platform,Nintendo,Handheld,E,2.9,15.0,8.0,1 Player,1.0,1.0,1.0,59.0,Weak,Weak
35545,Space Channel 5: Ulala's Cosmic Attack,GBA,THQ  ,Art Corporation  ,0.02,Misc,Nintendo,Handheld,E,8.0,15.0,5.0,1 Player,0.0,1.0,0.0,,,Weak
35550,Monster House,PS2,THQ  ,Artificial Mind and Movement  ,0.14,Adventure,Sony,HomeConsole,E10+,5.4,27.0,7.0,1 Player,0.0,1.0,0.0,,,Weak
35552,Monster House,GBA,THQ  ,Artificial Mind and Movement  ,0.09,Adventure,Nintendo,Handheld,E,8.0,10.0,25.0,1 Player,0.0,1.0,0.0,,,Fair
35567,Ratatouille,GC,THQ  ,Asobo Studio  ,0.14,Platform,Nintendo,HomeConsole,E,5.8,7.0,13.0,1-4 Players,0.0,1.0,0.0,,,Fair
35576,Tak 2: The Staff of Dreams,PS2,THQ  ,Avalanche Software  ,0.62,Platform,Sony,HomeConsole,E10+,8.1,11.0,39.0,1 Player,0.0,1.0,0.0,,,Strong
35578,Tak 2: The Staff of Dreams,GC,THQ  ,Avalanche Software  ,0.33,Platform,Nintendo,HomeConsole,E,8.6,22.0,13.0,1-2 Players,0.0,1.0,0.0,,,Strong
35580,Tak and the Power of Juju,PS2,THQ  ,Avalanche Software  ,1.15,Platform,Sony,HomeConsole,E,8.6,28.0,34.0,1-2 Players,0.0,1.0,0.0,,,Fair
35581,Tak and the Power of Juju,GBA,THQ  ,Avalanche Software  ,0.55,Platform,Nintendo,Handheld,E,8.3,28.0,24.0,1 Player,0.0,1.0,0.0,,,Strong
35582,Tak and the Power of Juju,GC,THQ  ,Avalanche Software  ,0.4,Platform,Nintendo,HomeConsole,E,8.3,16.0,14.0,1 Player,0.0,1.0,0.0,,,Strong
35583,Tak: The Great Juju Challenge,GC,THQ  ,Avalanche Software  ,0.15,Platform,Nintendo,HomeConsole,E,8.1,17.0,8.0,1-2 Players,0.0,1.0,0.0,,,Strong
35586,Tak: The Great Juju Challenge,PS2,THQ  ,Avalanche Software  ,0.0,Platform,Sony,HomeConsole,E,7.8,21.0,250.0,1 Player,0.0,1.0,0.0,,,Strong
35588,Avatar: The Last Airbender,GC,THQ  ,AWE Games  ,0.5,Adventure,Nintendo,HomeConsole,E10+,6.4,10.0,5.0,1 Player,0.0,1.0,0.0,,,Fair
35589,Avatar: The Last Airbender,DS,THQ  ,AWE Games  ,0.33,Adventure,Nintendo,Handheld,E,7.3,9.0,11.0,1 Player,0.0,1.0,0.0,,,Fair
35590,Avatar: The Last Airbender,Wii,THQ  ,AWE Games  ,0.28,Adventure,Nintendo,HomeConsole,E10+,5.8,15.0,8.0,1 Player,0.0,1.0,0.0,,,Weak
35591,Avatar: The Last Airbender,PSP,THQ  ,AWE Games  ,0.11,Adventure,Sony,Handheld,E10+,6.1,9.0,12.0,1 Player,0.0,1.0,0.0,,,Weak
35593,Avatar: The Last Airbender,PS2,THQ  ,AWE Games  ,0.0,Adventure,Sony,HomeConsole,E10+,7.8,12.0,24.0,1 Player,0.0,1.0,0.0,,,Weak
35614,Hot Wheels Velocity X,PS2,THQ  ,Beyond Games  ,0.47,Racing,Sony,HomeConsole,E,7.2,7.0,18.0,1-2 Players,0.0,1.0,0.0,,,Weak
35631,Constantine,PS2,THQ  ,Bits Studios  ,0.11,Action,Sony,HomeConsole,M,7.7,29.0,28.0,1 Player,0.0,1.0,0.0,,,Weak
35632,Constantine,XB,THQ  ,Bits Studios  ,0.06,Action,Microsoft,HomeConsole,M,7.3,31.0,19.0,1 Player,0.0,1.0,0.0,,,Fair
35636,Fantastic Pets,X360,THQ  ,Blitz Game Studios  ,0.41,Simulation,Microsoft,HomeConsole,E,7.5,11.0,4.0,1 Player,0.0,1.0,0.0,,,Fair
35643,Bratz: Rock Angelz,PS2,THQ  ,Blitz Games  ,0.38,Misc,Sony,HomeConsole,E,6.3,7.0,13.0,1 Player,0.0,1.0,0.0,,,Fair
35650,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,THQ  ,Blitz Games  ,0.49,Platform,Nintendo,HomeConsole,E,5.7,16.0,10.0,1 Player,0.0,1.0,0.0,,,Weak
35668,Zoo Tycoon DS,DS,THQ  ,Blue Fang Games  ,0.98,Strategy,Nintendo,Handheld,E,6.6,19.0,27.0,1 Player,0.0,1.0,0.0,,,Weak
35672,Tetris Worlds,PS2,THQ  ,Blue Planet Software  ,2.08,Puzzle,Sony,HomeConsole,E,6.1,7.0,13.0,1-4 Players,0.0,1.0,0.0,,,Weak
35675,Barnyard,GC,THQ  ,Blue Tongue  ,0.12,Action,Nintendo,HomeConsole,E10+,8.4,12.0,8.0,1 Player,0.0,1.0,0.0,,,Fair
35676,Barnyard,PS2,THQ  ,Blue Tongue  ,0.09,Action,Sony,HomeConsole,E10+,8.3,13.0,23.0,1 Player,0.0,1.0,0.0,,,Fair
35679,de Blob,Wii,THQ  ,Blue Tongue  ,0.96,Platform,Nintendo,HomeConsole,E,8.2,48.0,90.0,1-4 Players,0.0,1.0,0.0,,,Mighty
35680,de Blob 2,PS3,THQ  ,Blue Tongue  ,0.21,Platform,Sony,HomeConsole,E10+,7.2,50.0,34.0,1 Player,0.0,1.0,0.0,,,Strong
35681,de Blob 2,Wii,THQ  ,Blue Tongue  ,0.18,Platform,Nintendo,HomeConsole,E10+,8.1,20.0,29.0,1 Player,0.0,1.0,0.0,,,Strong
35682,de Blob 2,X360,THQ  ,Blue Tongue  ,0.15,Platform,Microsoft,HomeConsole,E10+,7.3,54.0,28.0,1 Player,0.0,1.0,0.0,,,Strong
35683,de Blob 2,DS,THQ  ,Blue Tongue  ,0.11,Platform,Nintendo,Handheld,E,8.3,11.0,8.0,1 Player,0.0,1.0,0.0,,,Strong
35684,Marvel Super Hero Squad,Wii,THQ  ,Blue Tongue  ,0.36,Adventure,Nintendo,HomeConsole,E10+,6.1,16.0,18.0,1 Player,0.0,1.0,0.0,,,Weak
35689,The Polar Express,PS2,THQ  ,Blue Tongue  ,0.23,Adventure,Sony,HomeConsole,E,6.2,10.0,15.0,1 Player,0.0,1.0,0.0,,,Weak
35690,The Polar Express,GC,THQ  ,Blue Tongue  ,0.11,Adventure,Nintendo,HomeConsole,E,4.7,7.0,9.0,1 Player,0.0,1.0,0.0,,,Weak
35704,MotoGP,XB,THQ  ,Climax Group  ,0.09,Racing,Microsoft,HomeConsole,E,8.2,18.0,17.0,1-4 Players,0.0,1.0,0.0,,,Mighty
35705,MotoGP 2,XB,THQ  ,Climax Group  ,0.1,Racing,Microsoft,HomeConsole,E,7.5,23.0,12.0,1-16 Players,0.0,1.0,0.0,,,Mighty
35717,MotoGP '06,X360,THQ  ,Climax Studios  ,0.14,Racing,Microsoft,HomeConsole,E,7.4,50.0,14.0,"1-4 Players, 16 Players Online Up to 16 Players",0.0,1.0,0.0,,,Mighty
35718,MotoGP '07,X360,THQ  ,Climax Studios  ,0.25,Racing,Microsoft,HomeConsole,E,6.9,20.0,12.0,"1-2 Players, Up to 16 Players",0.0,1.0,0.0,,,Strong
35726,Evil Dead: Regeneration,PS2,THQ  ,Cranky Pants Games  ,0.21,Action,Sony,HomeConsole,M,8.6,26.0,27.0,1 Player,0.0,1.0,0.0,,,Fair
35727,Evil Dead: Regeneration,XB,THQ  ,Cranky Pants Games  ,0.08,Action,Microsoft,HomeConsole,M,7.3,34.0,6.0,1 Player,0.0,1.0,0.0,,,Fair
35729,Red Faction II,GC,THQ  ,Cranky Pants Games  ,0.03,Shooter,Nintendo,HomeConsole,M,7.9,12.0,7.0,1-4 Players,0.0,1.0,1.0,,,Strong
35742,Star Wars Episode II: Attack of the Clones,GBA,THQ  ,David A. Palmer Productions  ,0.77,Action,Nintendo,Handheld,E,3.4,14.0,10.0,1 Player,0.0,1.0,0.0,,,Weak
35743,Phantasy Star Collection,GBA,THQ  ,Digital Eclipse  ,0.11,Role-Playing,Nintendo,Handheld,E,7.9,34.0,24.0,"1 Player, 2 Players Online",0.0,1.0,0.0,,,Strong
35745,Sonic Advance 3,GBA,THQ  ,Dimps Corporation / Sonic Team  ,1.4,Platform,Nintendo,Handheld,E,8.2,30.0,74.0,1-4 Players,0.0,1.0,0.0,,,Strong
35759,Sphinx and the Cursed Mummy,PS2,THQ  ,Eurocom Entertainment Software  ,0.45,Adventure,Sony,HomeConsole,T,8.3,28.0,49.0,1 Player,0.0,1.0,0.0,63.0,Weak,Strong
35760,Sphinx and the Cursed Mummy,GC,THQ  ,Eurocom Entertainment Software  ,0.14,Adventure,Nintendo,HomeConsole,T,8.4,22.0,17.0,1 Player,0.0,1.0,0.0,63.0,Weak,Strong
35761,Sphinx and the Cursed Mummy,XB,THQ  ,Eurocom Entertainment Software  ,0.12,Adventure,Microsoft,HomeConsole,T,8.6,21.0,18.0,1 Player,0.0,1.0,0.0,63.0,Weak,Strong
35762,Big Mutha Truckers,PS2,THQ  ,Eutechnyx  ,0.84,Racing,Sony,HomeConsole,T,5.3,15.0,20.0,1 Player,0.0,1.0,0.0,,,Fair
35763,Big Mutha Truckers,XB,THQ  ,Eutechnyx  ,0.19,Racing,Microsoft,HomeConsole,T,4.3,12.0,9.0,1 Player,0.0,1.0,0.0,,,Weak
35766,Big Mutha Truckers 2,PS2,THQ  ,Eutechnyx  ,0.2,Racing,Sony,HomeConsole,M,2.5,26.0,10.0,1 Player,0.0,1.0,0.0,,,Weak
35767,Big Mutha Truckers 2,XB,THQ  ,Eutechnyx  ,0.07,Racing,Microsoft,HomeConsole,M,3.7,31.0,6.0,1 Player,0.0,1.0,0.0,,,Weak
35768,Big Mutha Truckers 2,PC,THQ  ,Eutechnyx  ,0.0,Racing,PC,PC,M,2.8,8.0,19.0,1 Player,0.0,1.0,0.0,,,Weak
35781,Supreme Commander,PC,THQ  ,Gas Powered Games  ,0.04,Strategy,PC,PC,E10+,8.3,44.0,338.0,"1 Player, 8 Players Online",0.0,1.0,0.0,,,Mighty
35782,Supreme Commander: Forged Alliance,PC,THQ  ,Gas Powered Games  ,0.04,Strategy,PC,PC,E10+,8.9,35.0,280.0,"1 Player, 8 Players Online",0.0,1.0,0.0,,,Mighty
35788,Crazy Taxi: Catch a Ride,GBA,THQ  ,Graphic State  ,0.3,Racing,Nintendo,Handheld,E,5.8,14.0,12.0,1 Player,0.0,1.0,0.0,,,Weak
35792,Age of Empires: Mythologies,DS,THQ  ,Griptonite  ,0.21,Strategy,Nintendo,Handheld,E10+,7.1,28.0,30.0,1-4 Players,0.0,1.0,0.0,,,Strong
35798,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,THQ  ,GSC Game World  ,2.0,Shooter,PC,PC,M,8.4,44.0,1753.0,"1 Player, 32 Players Online Online Multiplayer",1.0,1.0,1.0,,,Mighty
35809,Big Beach Sports,Wii,THQ  ,HB Studios Multimedia  ,1.66,Sports,Nintendo,HomeConsole,E,7.9,17.0,43.0,1-4 Players,0.0,1.0,0.0,,,Weak
35811,Evil Dead: Hail to the King,PS,THQ  ,Heavy Iron Studios  ,0.27,Adventure,Sony,HomeConsole,M,6.4,8.0,19.0,1 Player,0.0,1.0,0.0,,,Weak
35812,Evil Dead: Hail to the King,PC,THQ  ,Heavy Iron Studios  ,0.0,Adventure,PC,PC,M,5.2,9.0,14.0,1 Player,0.0,1.0,0.0,,,Weak
35818,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,THQ  ,Heavy Iron Studios  ,1.67,Platform,Sony,HomeConsole,E,8.8,9.0,201.0,1 Player,0.0,1.0,0.0,,,Strong
35819,SpongeBob SquarePants: Battle for Bikini Bottom,GC,THQ  ,Heavy Iron Studios  ,0.95,Platform,Nintendo,HomeConsole,E,8.4,10.0,71.0,1 Player,0.0,1.0,0.0,,,Strong
35820,SpongeBob SquarePants: Battle for Bikini Bottom,XB,THQ  ,Heavy Iron Studios  ,0.57,Platform,Microsoft,HomeConsole,E,8.5,8.0,40.0,1 Player,0.0,1.0,0.0,,,Strong
35828,The Incredibles,PS2,THQ  ,Heavy Iron Studios  ,2.37,Action,Sony,HomeConsole,T,7.8,36.0,39.0,1 Player,0.0,1.0,0.0,,,Fair
35829,The Incredibles,GC,THQ  ,Heavy Iron Studios  ,0.84,Action,Nintendo,HomeConsole,T,6.3,27.0,12.0,"1 Player, 8 Players Online",0.0,1.0,0.0,,,Fair
35831,The Incredibles,XB,THQ  ,Heavy Iron Studios  ,0.0,Action,Microsoft,HomeConsole,T,6.4,34.0,10.0,1 Player,0.0,1.0,0.0,,,Fair
35832,The Incredibles: Rise of the Underminer,PS2,THQ  ,Heavy Iron Studios  ,0.36,Action,Sony,HomeConsole,E10+,7.5,12.0,14.0,1-2 Players,0.0,1.0,0.0,,,Fair
35833,The Incredibles: Rise of the Underminer,GC,THQ  ,Heavy Iron Studios  ,0.16,Action,Nintendo,HomeConsole,E10+,6.8,7.0,10.0,1 Player,0.0,1.0,0.0,,,Fair
35838,The SpongeBob SquarePants Movie,GC,THQ  ,Heavy Iron Studios  ,0.94,Platform,Nintendo,HomeConsole,E,7.7,9.0,31.0,1 Player,0.0,1.0,0.0,,,Strong
35839,The SpongeBob SquarePants Movie,XB,THQ  ,Heavy Iron Studios  ,0.54,Platform,Microsoft,HomeConsole,E,7.8,14.0,14.0,1 Player,0.0,1.0,0.0,,,Strong
35849,Cars,GBA,THQ  ,Helixe  ,1.13,Racing,Nintendo,Handheld,E,5.0,8.0,11.0,1 Player,0.0,1.0,0.0,,,Weak
35861,The Incredibles,GBA,THQ  ,Helixe  ,2.06,Action,Nintendo,Handheld,E,5.3,13.0,6.0,1 Player,0.0,1.0,0.0,,,Weak
35906,Titan Quest,PC,THQ  ,Iron Lore Entertainment  ,1.04,Role-Playing,PC,PC,T,8.1,51.0,512.0,"1-6 Players, Up to 6 Players",0.0,1.0,0.0,65.0,Weak,Strong
35908,WWE SmackDown vs. Raw 2010,PS3,THQ  ,JAKKS Pacific  ,1.17,Fighting,Sony,HomeConsole,T,8.1,38.0,68.0,Up to 4 Players,0.0,1.0,0.0,,,Mighty
35910,WWE SmackDown vs. Raw 2010,X360,THQ  ,JAKKS Pacific  ,1.04,Fighting,Microsoft,HomeConsole,T,8.2,59.0,55.0,1 Player,0.0,1.0,0.0,,,Mighty
35911,WWE SmackDown vs. Raw 2010,Wii,THQ  ,JAKKS Pacific  ,0.73,Fighting,Nintendo,HomeConsole,T,7.8,11.0,12.0,1 Player,0.0,1.0,0.0,,,Strong
35912,WWE SmackDown vs. Raw 2010,DS,THQ  ,JAKKS Pacific  ,0.53,Fighting,Nintendo,Handheld,T,8.8,7.0,10.0,1 Player,0.0,1.0,0.0,,,Strong
35913,WWE SmackDown vs. Raw 2011,PS3,THQ  ,JAKKS Pacific  ,1.09,Fighting,Sony,HomeConsole,T,6.7,10.0,7.0,"1 Player, 16 Players Online",0.0,1.0,0.0,,,Strong
35914,WWE SmackDown vs. Raw 2011,X360,THQ  ,JAKKS Pacific  ,0.88,Fighting,Microsoft,HomeConsole,T,7.7,49.0,62.0,Up to 12 Players,0.0,1.0,0.0,,,Strong
35916,WWE SmackDown vs. Raw 2011,Wii,THQ  ,JAKKS Pacific  ,0.46,Fighting,Nintendo,HomeConsole,T,7.7,7.0,6.0,1 Player,0.0,1.0,0.0,,,Strong
35919,You Don't Know Jack,X360,THQ  ,"Jellyvision, Inc.  ",0.21,Misc,Microsoft,HomeConsole,T,7.9,23.0,29.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
35920,You Don't Know Jack,PS3,THQ  ,"Jellyvision, Inc.  ",0.18,Misc,Sony,HomeConsole,T,8.2,11.0,17.0,"1-4 Players, 4 Players Online Up to 4 Players",0.0,1.0,0.0,,,Mighty
35924,Juiced,PS2,THQ  ,Juice Games  ,0.53,Racing,Sony,HomeConsole,T,7.6,36.0,36.0,"1-6 Players, 6 Players Online",0.0,1.0,0.0,,,Fair
35925,Juiced,XB,THQ  ,Juice Games  ,0.18,Racing,Microsoft,HomeConsole,T,8.1,39.0,20.0,"1-6 Players, 6 Players Online",0.0,1.0,0.0,,,Fair
35926,Juiced,PC,THQ  ,Juice Games  ,0.0,Racing,PC,PC,T,7.2,16.0,38.0,"1-6 Players, 6 Players Online",0.0,1.0,0.0,,,Fair
35927,Juiced 2: Hot Import Nights,X360,THQ  ,Juice Games  ,0.63,Racing,Microsoft,HomeConsole,T,7.5,11.0,,"1-2 Players, 2 Players Online Up to 8 Players",0.0,1.0,0.0,,,Fair
35930,Juiced 2: Hot Import Nights,PS3,THQ  ,Juice Games  ,0.25,Racing,Sony,HomeConsole,T,7.1,10.0,9.0,"1 Player, 8 Players Online Up to 8 Players",0.0,1.0,0.0,,,Strong
35931,Juiced 2: Hot Import Nights,DS,THQ  ,Juice Games  ,0.24,Racing,Nintendo,Handheld,T,8.0,7.0,4.0,1-4 Players,0.0,1.0,0.0,,,Strong
35933,Juiced: Eliminator,PSP,THQ  ,Juice Games  ,0.42,Racing,Sony,Handheld,T,8.4,24.0,7.0,1-6 Players,0.0,1.0,0.0,,,Fair
35935,Frontlines: Fuel of War,X360,THQ  ,Kaos Studios  ,0.56,Shooter,Microsoft,HomeConsole,T,7.7,55.0,83.0,"1 Player, 44 Players Online Up to 32 Players",0.0,1.0,0.0,,,Strong
35936,Frontlines: Fuel of War,PC,THQ  ,Kaos Studios  ,0.02,Shooter,PC,PC,T,6.9,19.0,182.0,32 Players Online,0.0,1.0,0.0,,,Strong
35937,Homefront,X360,THQ  ,Kaos Studios  ,1.46,Shooter,Microsoft,HomeConsole,M,6.1,85.0,407.0,Up to 32 Players,0.0,1.0,0.0,,,Strong
35938,Homefront,PS3,THQ  ,Kaos Studios  ,0.9,Shooter,Sony,HomeConsole,M,5.8,60.0,192.0,Up to 32 Players,0.0,1.0,0.0,,,Strong
35939,Homefront,PC,THQ  ,Kaos Studios  ,0.24,Shooter,PC,PC,M,5.6,36.0,642.0,1 Player,0.0,1.0,0.0,,,Strong
35946,"Warhammer 40,000: Fire Warrior",PS2,THQ  ,Kuju Entertainment  ,0.15,Shooter,Sony,HomeConsole,M,8.4,23.0,69.0,1-8 Players,0.0,1.0,0.0,,,Fair
35947,"Warhammer 40,000: Fire Warrior",PC,THQ  ,Kuju Entertainment  ,0.0,Shooter,PC,PC,M,6.9,13.0,50.0,1-8 Players,0.0,1.0,0.0,,,Weak
35961,Britney's Dance Beat,PS2,THQ  ,Metro Graphics  ,0.24,Misc,Sony,HomeConsole,E,5.7,20.0,27.0,1-2 Players,0.0,1.0,0.0,,,Fair
35967,GT Advance 2: Rally Racing,GBA,THQ  ,MTO  ,0.11,Racing,Nintendo,Handheld,E,6.2,12.0,5.0,1-2 Players,0.0,1.0,0.0,,,Strong
35975,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,THQ  ,Natsume  ,0.03,Action,Nintendo,Handheld,T,8.8,16.0,6.0,1 Player,0.0,1.0,0.0,,,Weak
35987,WWE Road to WrestleMania X8,GBA,THQ  ,Natsume  ,0.27,Fighting,Nintendo,Handheld,E,7.5,10.0,6.0,1-4 Players,0.0,1.0,0.0,,,Strong
35988,WWE Survivor Series,GBA,THQ  ,Natsume  ,0.13,Fighting,Nintendo,Handheld,T,8.2,12.0,5.0,1-4 Players,0.0,1.0,0.0,,,Weak
35990,Conan,PS3,THQ  ,Nihilistic Software  ,0.34,Action,Sony,HomeConsole,M,7.2,35.0,48.0,1 Player,0.0,1.0,0.0,,,Fair
